year,country,i,P,W,WR,GDP,LS,PCOM,UN,SHORTUN,LONGUN,LF,REER,SH,i_between,P_between,W_between,WR_between,GDP_between,LS_between,PCOM_between,UN_between,SHORTUN_between,LONGUN_between,LF_between,REER_between,SH_between,i_within,P_within,W_within,WR_within,GDP_within,LS_within,PCOM_within,UN_within,SHORTUN_within,LONGUN_within,LF_within,REER_within,SH_within,i_1diff,P_1diff,W_1diff,WR_1diff,GDP_1diff,LS_1diff,PCOM_1diff,UN_1diff,SHORTUN_1diff,LONGUN_1diff,LF_1diff,REER_1diff,SH_1diff,i_TWFE,P_TWFE,W_TWFE,WR_TWFE,GDP_TWFE,LS_TWFE,PCOM_TWFE,UN_TWFE,SHORTUN_TWFE,LONGUN_TWFE,LF_TWFE,REER_TWFE,SH_TWFE
1970-01-01,Australia,7.10833333333333,9.1,6.413648243462088,76.12015769422618,283519.303,59.7,2.11311453784639,1.6533640002007948,,,5478.225,93.90472383440226,7.10833333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,-0.6307833333333361,-47.908,-23.343144575239908,16.91049054717447,-377644.47357999993,1.6380000000000052,-45.33652906247463,-4.596866380842278,,,-3538.4246600000006,-1.1978654946381084,-0.6307833333333361,,,,,,,,,,,,,,-2.0667994452274914,1.8757333333333364,0.6236462696988809,6.652898739307682,641719.3460813335,-1.5995714285714273,1.4210854715202004e-14,0.08320038767481908,,,3746.9241138461566,2.8730946522224983,-2.544304015781446
1971-01-01,Australia,7.00833333333333,9.600000000000001,6.9093081335511695,77.0717507799373,294605.714,60.4,2.70936939051966,1.907798936220917,,,5622.972,97.03033230812379,7.00833333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,-0.7307833333333358,-47.408,-22.847484685150825,17.862083632885593,-366558.06257999997,2.338000000000001,-44.74027420980136,-4.3424314448221555,,,-3393.677660000001,1.927742979083419,-0.7307833333333358,-0.09999999999999964,0.5000000000000018,0.4956598900890814,0.9515930857111243,11086.410999999964,0.6999999999999957,0.5962548526732698,0.2544349360201221,,,144.7469999999994,3.1256084737215275,-0.09999999999999964,-0.5795406354850539,1.5224000000000117,0.6231928568220937,6.8151774114948225,619421.768214667,-1.535285714285715,2.1316282072803006e-14,-0.010331285495605691,,,3673.6008061538487,5.056311892817698,-1.0570452060390083
1972-01-01,Australia,5.08333333333333,10.2,7.284606785331044,75.80822334057187,302322.546,60.3,2.92528497197365,2.610752421891331,,,5750.258,98.24327321205459,5.08333333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,-2.6557833333333356,-46.80800000000001,-22.472186033370953,16.59855619352016,-358841.23058,2.2379999999999995,-44.52435862834737,-3.639477959151742,,,-3266.391660000001,3.140683883014219,-2.6557833333333356,-1.9249999999999998,0.5999999999999979,0.3752986517798744,-1.2635274393654328,7716.831999999995,-0.10000000000000142,0.21591558145399015,0.702953485670414,,,127.28600000000006,1.2129409039308001,-1.9249999999999998,-1.8087687076270753,1.2157333333333327,0.47533602045039913,5.3609672968505535,576507.8834813335,-1.7281428571428585,0.0,0.3060787638778728,,,3516.7751138461554,4.881667339153197,-2.2862732781810298
1973-01-01,Australia,6.98333333333333,11.1,8.096658430710887,74.46533305174174,314738.851,60.8,4.1740098635899,2.3093615670369947,,,5899.899,109.9858732889941,6.98333333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,-0.7557833333333361,-45.908,-21.660134387991107,15.255665904690026,-346424.9255799999,2.7379999999999995,-43.27563373673112,-3.940868814006078,,,-3116.7506600000006,14.88328395995373,-0.7557833333333361,1.8999999999999995,0.9000000000000004,0.8120516453798432,-1.3428902888301337,12416.305000000051,0.5,1.2487248916162499,-0.30139085485433625,,,149.64100000000053,11.74260007693951,1.8999999999999995,-2.485405198115613,0.7424000000000106,0.5672267499649841,0.8782436015000172,526523.8667480003,-0.9495714285714296,0.0,0.2801207412496489,,,3252.168575384617,15.521259658265269,-2.9629097686695673
1974-01-01,Australia,13.1583333333333,12.9,9.688748940293085,75.81769199928353,318944.738,66.9,13.8029622412604,2.6702588428729657,,,6052.784,111.08619893684404,13.1583333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,5.4192166666666335,-44.108000000000004,-20.06804387840891,16.608024852231814,-342219.03857999993,8.838000000000008,-33.64668135906062,-3.579971538170107,,,-2963.8656600000013,15.983609607803672,5.4192166666666335,6.17499999999997,1.8000000000000007,1.5920905095821976,1.3523589475417879,4205.886999999988,6.1000000000000085,9.6289523776705,0.360897275835971,,,152.8849999999993,1.1003256478499424,6.17499999999997,0.9537464821739317,0.1557333333333375,1.1840193843889288,2.643711426470004,521318.28334800014,3.7432857142857214,1.4210854715202004e-14,0.7036626084556037,,,2769.7331222360244,17.166314601892743,0.47624191161997675
1975-01-01,Australia,8.525,14.8,10.803639781092702,74.21800401222697,327201.486,66.2,13.8493572313914,4.901643010641159,,,6170.38,106.07486416317103,8.525,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,0.7858833333333344,-42.208,-18.953153037609294,15.00833686517526,-333962.29058,8.138000000000005,-33.60028636892962,-1.3485873704019138,,,-2846.269660000001,10.972274834130658,0.7858833333333344,-4.633333333333299,1.9000000000000004,1.1148908407996174,-1.599687987056555,8256.747999999963,-0.7000000000000028,0.04639499013100057,2.2313841677681934,,,117.59600000000046,-5.011334773673013,-4.633333333333299,-1.2027940998128623,-0.33093333333332,1.2428413900860527,1.8308898956068749,529258.0725480001,0.6361428571428585,7.105427357601002e-15,1.4404579231321222,,,2477.8274774943648,10.045617342553363,-1.6802986703668177
1976-01-01,Australia,9.24,16.8,11.270255303792982,68.4569795059098,338963.833,65.3,15.3701481052498,4.77200984470194,,,6245.796,108.81571454818393,9.24,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,1.5008833333333342,-40.208,-18.486537514909013,9.247312358858089,-322199.94357999996,7.2379999999999995,-32.07949549507123,-1.4782205363411327,,,-2770.8536600000007,13.713125219143564,1.5008833333333342,0.7149999999999999,2.0,0.4666155227002804,-5.76102450631717,11762.347000000009,-0.9000000000000057,1.5207908738584006,-0.12963316593921892,,,75.41600000000017,2.740850385012905,0.7149999999999999,-1.4937522209213325,-0.5109333333333268,0.9011685714594435,-1.3944531838295955,488842.7782813334,0.007571428571425898,7.105427357601002e-15,0.8502155545838823,,,2268.2406108276973,11.77566311291387,-1.971256791475287
1977-01-01,Australia,10.2125,18.9,11.962124137467892,66.23892993905103,341991.287,66.10000000000001,16.84637631586,5.631336433071712,,,6358.171,100.68641410481706,10.2125,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,2.4733833333333344,-38.108000000000004,-17.794668681234104,7.029262791999322,-319172.48957999994,8.038000000000011,-30.603267284461026,-0.6188939479713609,,,-2658.4786600000007,5.583824775776691,2.4733833333333344,0.9725000000000001,2.099999999999998,0.6918688336749099,-2.2180495668587668,3027.454000000027,0.8000000000000114,1.4762282106101985,0.8593265883697718,,,112.375,-8.129300443366873,0.9725000000000001,-0.1487306790278633,-0.7375999999999934,0.8724249057010454,1.3216429746297411,450670.0122146668,1.336142857142864,1.4210854715202004e-14,1.2529698555903537,,,2053.9539441610314,4.078112031599822,-0.6262352495818182
1978-01-01,Australia,9.84333333333333,20.4,12.6676253913206,64.85000349101362,355842.025,62.7,17.67004441125,6.3604085900206275,284.8763,124.348,6433.931,97.26791472421058,9.84333333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,2.104216666666664,-36.608000000000004,-17.089167427381398,5.640336343961913,-305321.7515799999,4.638000000000005,-29.779599189071025,0.1101782089775547,-95.68452845238096,-129.13395250000002,-2582.7186600000014,2.165325395170214,2.104216666666664,-0.3691666666666702,1.5,0.7055012538527077,-1.3889264480374095,13850.738000000012,-3.4000000000000057,0.8236680953900013,0.7290721569489156,,,75.75999999999931,-3.4184993806064767,-0.3691666666666702,-0.964946474126942,-1.137599999999999,0.6838441839981115,2.2851953314005726,413329.36568133347,-0.9567142857142814,0.0,1.6238428000616185,222.85840571664238,296.278692035212,1784.5886108276973,1.7442852023025583,-1.4424510446808956
1979-01-01,Australia,9.77333333333333,22.2,13.731083894873183,64.05738806296492,366643.926,61.8,39.03839955154,6.272239429628737,267.25609999999995,141.155,6511.408,93.25951770057361,9.77333333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,2.034216666666664,-34.80800000000001,-16.025708923828812,4.847720915913207,-294519.85057999997,3.7379999999999995,-8.411244048781022,0.022009048585664104,-113.30472845238103,-112.3269525,-2505.2416600000006,-1.8430716284667596,2.034216666666664,-0.07000000000000028,1.8000000000000007,1.0634585035525834,-0.7926154280487054,10801.900999999954,-0.9000000000000057,21.368355140290003,-0.0881691603918906,-17.620200000000068,16.807000000000002,77.47700000000077,-4.008397023636974,-0.07000000000000028,-2.3107572262752125,-1.5042666666666662,0.6168048400735806,2.2025545200716743,377977.36514800007,-0.8067142857142899,1.7763568394002505e-15,1.560220695349964,235.2029728833091,293.9295248685453,1513.9038108276982,-1.3693221363161285,-2.7882617968291674
1980-01-01,Australia,12.0275,24.5,15.360311193801351,65.24343418341525,378887.981,63.5,46.7843762097,6.108837341699103,268.2876,140.323,6688.844,93.38037509814126,12.0275,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,4.288383333333334,-32.508,-14.396481624900645,6.033767036363535,-282275.7955799999,5.438000000000002,-0.6652673906210254,-0.14139303934396974,-112.27322845238098,-113.1589525,-2327.805660000001,-1.7222142308991124,4.288383333333334,2.25416666666667,2.3000000000000007,1.6292272989281678,1.186046120450328,12244.055000000051,1.7000000000000028,7.7459766581599965,-0.16340208792963384,1.031500000000051,-0.8319999999999936,177.4359999999997,0.12085739756764724,2.25416666666667,-2.6050304368439416,-2.517599999999998,1.1030376282848007,6.065402216080578,375548.0445480002,0.6494333333333344,1.1102230246251565e-16,1.119045312489416,1.641323547138981,206.60643081839578,1352.0940774943638,-1.3306832419906138,-3.0825350073978957
1981-01-01,Australia,15.0383333333333,26.8,17.229549285125728,66.61095978543814,391485.447,63.2,46.86210123227,5.790205834503596,259.57759999999996,134.307,6802.601,101.19864348521432,15.0383333333333,7.739116666666666,57.008,29.756792818701996,59.20966714705171,661163.77658,58.062,47.449643600321025,6.250230381043073,380.560828452381,253.4819525,9016.649660000001,95.10258932904037,7.739116666666666,7.299216666666634,-30.208000000000002,-12.527243533576268,7.40129263838643,-269678.32957999996,5.138000000000005,-0.5875423680510252,-0.46002454653947655,-120.98322845238101,-119.17495250000002,-2214.0486600000013,6.096054156173949,7.299216666666634,3.0108333333333004,2.3000000000000007,1.8692380913243767,1.3675256020228943,12597.465999999957,-0.29999999999999716,0.07772502257000014,-0.3186315071955068,-8.710000000000036,-6.0160000000000196,113.7569999999996,7.818268387073061,3.0108333333333004,-0.7838982324915911,-3.6642666666666592,1.4321066333128005,7.481578169929529,364098.94488133345,0.40276666666666916,2.220446049250313e-16,-0.18640137249547262,-85.48582031000402,127.83414610411009,1222.3172774943632,7.766987789873387,-1.2614028030455433
